negeri,bahagian (no),bahagian (nama),nama calon,parti,bilangan undi,status
SELANGOR,P. 100,PANDAN,MOHD KHAIRUL AZAM BIN ABDUL AZIZ,BEBAS,73,HILANG DEPOSIT
SELANGOR,P. 101,HULU LANGAT,AZMAN BIN AHMAD,BN,23580,
SELANGOR,P. 101,HULU LANGAT,CHE ROSLI BIN CHE MAT,PAS,15663,
SELANGOR,P. 101,HULU LANGAT,HASANUDDIN BIN MOHD YUNUS,PKR,49004,MENANG
SELANGOR,P. 102,BANGI,LIEW YUEN KEONG,BN,19766,
SELANGOR,P. 102,BANGI,MOHD SHAFIE BIN NGAH,PAS,33789,
SELANGOR,P. 102,BANGI,WAN JINN WOEI,PRM,215,HILANG DEPOSIT
SELANGOR,P. 102,BANGI,ONG KIAN MING,PKR,102557,MENANG
SELANGOR,P. 103,PUCHONG,MOHAMAD ROSHARIZAN BIN MOHD ROZLAN,PAS,10255,HILANG DEPOSIT
SELANGOR,P. 103,PUCHONG,ANG CHIN TAT,BN,12794,
SELANGOR,P. 103,PUCHONG,GOBIND SINGH DEO,PKR,60429,MENANG
SELANGOR,P. 104,SUBANG,TAN SEONG LIM,BN,12077,HILANG DEPOSIT
SELANGOR,P. 104,SUBANG,MOHD SHAHIR BIN MOHD ADNAN,PAS,9025,HILANG DEPOSIT
SELANGOR,P. 104,SUBANG,WONG CHEN,PKR,104430,MENANG
SELANGOR,P. 104,SUBANG,TOH SIN WAH,BEBAS,173,HILANG DEPOSIT
SELANGOR,P. 105,PETALING JAYA ,MARIA CHIN BINTI ABDULLAH,PKR,78984,MENANG
SELANGOR,P. 105,PETALING JAYA ,CHEW HIAN TAT,BN,21847,
SELANGOR,P. 105,PETALING JAYA ,NORAINI BINTI HUSSIN ,PAS,14448,
SELANGOR,P. 106,DAMANSARA,HO KWOK XHENG,BN,14380,HILANG DEPOSIT
SELANGOR,P. 106,DAMANSARA,PUA KIAM WEE,PKR,121283,MENANG
SELANGOR,P. 106,DAMANSARA,'DATO' WONG MUN KHEONG,PRM,617,HILANG DEPOSIT
SELANGOR,P. 107,SUNGAI BULOH,SIVARASA A/L K.RASIAH,PKR,43631,MENANG
SELANGOR,P. 107,SUNGAI BULOH,NURIDAH BINTI MOHD SALLEH,PAS,16997,
SELANGOR,P. 107,SUNGAI BULOH,PAKAS RAO A/L APPLANAIDOO,BN,16681,
SELANGOR,P. 107,SUNGAI BULOH,ZAINURRIZZAMAN BIN MOHRAM,PSM,642,HILANG DEPOSIT
SELANGOR,P. 108,SHAH ALAM,AZHARI BIN SHAARI,BN,22100,
SELANGOR,P. 108,SHAH ALAM,MOHD ZUHDI BIN MARSUKI,PAS,15194,
SELANGOR,P. 108,SHAH ALAM,KHALID BIN ABD SAMAD,PKR,55949,MENANG
SELANGOR,P. 109,KAPAR,ABDULLAH SANI BIN ABDUL HAMID,PKR,47731,MENANG
SELANGOR,P. 109,KAPAR,MOHANA A/P MUNIANDY RAMAN,BN,26412,
SELANGOR,P. 109,KAPAR,MANIKAVASAGAM A/L SUNDARAM,PRM,525,HILANG DEPOSIT
SELANGOR,P. 109,KAPAR,ABD RANI BIN OSMAN,PAS,31425,
SELANGOR,P. 110,KLANG,KHAIRUL SHAH BIN ABDULLAH,PAS,9169,HILANG DEPOSIT
SELANGOR,P. 110,KLANG,CHING EU BOON,BN,19506,
SELANGOR,P. 110,KLANG,CHARLES ANTHONY A/L R.SANTIAGO ,PKR,98279,MENANG
SELANGOR,P. 110,KLANG,PUVANANDERAN A/L GANASAMOORTHY,BEBAS,120,HILANG DEPOSIT
SELANGOR,P. 111,KOTA RAJA,V.GUNALAN A/L VELU,BN,17874,
SELANGOR,P. 111,KOTA RAJA,MOHAMED DIAH BIN BAHARUN,PAS,19555,
SELANGOR,P. 111,KOTA RAJA,MOHAMAD BIN SABU,PKR,90697,MENANG
SELANGOR,P. 112,KUALA LANGAT,YAHYA BIN BABA,PAS,18731,
SELANGOR,P. 112,KUALA LANGAT,XAVIER JAYAKUMAR A/L ARULANANDAM,PKR,43239,MENANG
SELANGOR,P. 112,KUALA LANGAT,SHAHRIL SUFIAN BIN HAMDAN,BN,26127,
SELANGOR,P. 113,SEPANG,MARSUM BIN PAING,BN,28035,
SELANGOR,P. 113,SEPANG,MOHAMED HANIPA BIN MAIDIN,PKR,46740,MENANG
SELANGOR,P. 113,SEPANG,SABIRIN BIN MARSONO,PAS,15882,
TERENGGANU,P. 033,BESUT,WAN NAZARI BIN WAN JUSOH,PKR,6864,HILANG DEPOSIT
TERENGGANU,P. 033,BESUT,IDRIS BIN JUSOH,BN,34335,MENANG
TERENGGANU,P. 033,BESUT,RIDUAN BIN MOHAMAD NOR,PAS,29736,
TERENGGANU,P. 034,SETIU,MOHD JIDIN BIN SHAFEE,BN,32218,
TERENGGANU,P. 034,SETIU,MOHD FAUDZI BIN MUSA,PKR,4740,HILANG DEPOSIT
TERENGGANU,P. 034,SETIU,SHAHARIZUKIRNAIN BIN ABD KADIR,PAS,35020,MENANG
TERENGGANU,P. 035,KUALA NERUS,TENGKU ASMADI BIN TENGKU MOHAMAD,BN,29527,
TERENGGANU,P. 035,KUALA NERUS,MOHD KHAIRUDDIN BIN AMAN RAZALI,PAS,37974,MENANG
TERENGGANU,P. 035,KUALA NERUS,ABDULLAH BIN MOHAMED,PKR,4604,HILANG DEPOSIT
TERENGGANU,P. 036,KUALA TERENGGANU,RAJA KAMARUL BAHRIN SHAH ,PKR,15380,
TERENGGANU,P. 036,KUALA TERENGGANU,WAN NAWAWI BIN HAJI WAN ISMAIL,BN,28215,
TERENGGANU,P. 036,KUALA TERENGGANU,AHMAD AMZAD BIN MOHAMED @ HASHIM,PAS,42988,MENANG
TERENGGANU,P. 037,MARANG,MOHAMAD NOR BIN ENDOT,BN,31795,
TERENGGANU,P. 037,MARANG,ABDUL HADI BIN AWANG,PAS,53749,MENANG
TERENGGANU,P. 037,MARANG,ZARAWI BIN SULONG,PKR,5138,HILANG DEPOSIT
TERENGGANU,P. 038,HULU TERENGGANU,RAZALI BIN IDRIS,PKR,3364,HILANG DEPOSIT
TERENGGANU,P. 038,HULU TERENGGANU,ROSOL BIN WAHID,BN,30925,MENANG
TERENGGANU,P. 038,HULU TERENGGANU,MUHYIDIN BIN ABDUL RASHID,PAS,28057,
TERENGGANU,P. 039,DUNGUN,WAN HASSAN BIN MOHD RAMLI ,PAS,40850,MENANG
TERENGGANU,P. 039,DUNGUN,DIN BIN ADAM,BN,27731,
TERENGGANU,P. 039,DUNGUN,ABD RAHMAN BIN YUSOF ,PKR,6833,HILANG DEPOSIT
TERENGGANU,P. 040,KEMAMAN,AHD SHABERY BIN CHEEK,BN,37715,
TERENGGANU,P. 040,KEMAMAN,MOHD. HUZAIFAH BIN MD. SUHAIMI,PKR,12911,
TERENGGANU,P. 040,KEMAMAN,CHE ALIAS BIN HAMID,PAS,39878,MENANG
WP KUALA LUMPUR,P. 114,KEPONG,ONG SIANG LIANG,BN,4888,HILANG DEPOSIT
WP KUALA LUMPUR,P. 114,KEPONG,LIM LIP ENG,PKR,56516,MENANG
WP KUALA LUMPUR,P. 115,BATU,VM PANJAMOTHY A/L MUTHUSAMY,BEBAS,383,HILANG DEPOSIT
WP KUALA LUMPUR,P. 115,BATU,DOMINIC LAU HOE CHAI,BN,13687,
WP KUALA LUMPUR,P. 115,BATU,AZHAR BIN YAHYA,PAS,10610,
WP KUALA LUMPUR,P. 115,BATU,PRABAKARAN A/L M PARAMESWARAN,BEBAS,38125,MENANG
WP KUALA LUMPUR,P. 116,WANGSA MAJU,RAZALI BIN TUMIRIN,PAS,13490,
WP KUALA LUMPUR,P. 116,WANGSA MAJU,YEW TEONG LOOK,BN,17940,
WP KUALA LUMPUR,P. 116,WANGSA MAJU,DR.TAN YEE KEW,PKR,42178,MENANG
WP KUALA LUMPUR,P. 117,SEGAMBUT,MOHD SOLLEH BIN AB RAZAK,PAS,4181,HILANG DEPOSIT
WP KUALA LUMPUR,P. 117,SEGAMBUT,YEOH TSEOW SUAN,PKR,53124,MENANG
WP KUALA LUMPUR,P. 117,SEGAMBUT,LOGA BALA MOHAN A/L JAGANATHAN ,BN,7422,HILANG DEPOSIT
WP KUALA LUMPUR,P. 118,SETIAWANGSA,ZULHASNAN BIN RAFIQUE,BN,20099,
WP KUALA LUMPUR,P. 118,SETIAWANGSA,NIK NAZMI BIN NIK AHMAD,PKR,34471,MENANG
WP KUALA LUMPUR,P. 118,SETIAWANGSA,UBAID BIN ABD AKLA,PAS,6282,HILANG DEPOSIT
WP KUALA LUMPUR,P. 119,TITIWANGSA,MOHAMAD NOOR BIN MOHAMAD,PAS,6845,
WP KUALA LUMPUR,P. 119,TITIWANGSA,RINA BINTI MOHD HARUN,PKR,23840,MENANG
WP KUALA LUMPUR,P. 119,TITIWANGSA,DATUK SERI JOHARI BIN ABDUL GHANI,BN,19701,
WP KUALA LUMPUR,P. 120,BUKIT BINTANG,FONG KUI LUN,PKR,44516,MENANG
WP KUALA LUMPUR,P. 120,BUKIT BINTANG,TAN EAN EAN ,BN,7256,
WP KUALA LUMPUR,P. 120,BUKIT BINTANG,KHAIRUL HUSNI BIN OTHMAN,PFP,636,HILANG DEPOSIT
WP KUALA LUMPUR,P. 121,LEMBAH PANTAI,RAJA NONG CHIK BIN RAJA ZAINAL ABIDIN,BN,27715,
WP KUALA LUMPUR,P. 121,LEMBAH PANTAI,AHMAD FAHMI BIN MOHAMED FADZIL,PKR,33313,MENANG
WP KUALA LUMPUR,P. 121,LEMBAH PANTAI,FAUZI BIN ABU BAKAR,PAS,5277,HILANG DEPOSIT
WP KUALA LUMPUR,P. 122,SEPUTEH,TERESA KOK SUH SIM,PKR,63094,MENANG
WP KUALA LUMPUR,P. 122,SEPUTEH,CHAN QUIN ER,BN,7035,HILANG DEPOSIT
WP KUALA LUMPUR,P. 123,CHERAS,TAN KOK WAI,PKR,56671,MENANG
WP KUALA LUMPUR,P. 123,CHERAS,HENG SINN YEE,BN,7006,HILANG DEPOSIT
WP KUALA LUMPUR,P. 124,BANDAR TUN RAZAK,ROSNI BINTI ADAM,PAS,7884,HILANG DEPOSIT
WP KUALA LUMPUR,P. 124,BANDAR TUN RAZAK,KAMARUDIN BIN JAFFAR,PKR,41126,MENANG
WP KUALA LUMPUR,P. 124,BANDAR TUN RAZAK,ADNAN BIN SEMAN @ ABDULLAH,BN,21196,
WP LABUAN,P. 166,LABUAN,ROZMAN BIN ISLI,BN,10164,MENANG
WP LABUAN,P. 166,LABUAN,NOOR HALIM BIN ZAINI,WARISAN,8714,
WP LABUAN,P. 166,LABUAN,SITI ZALEHA S.W.IBRAHIM,HR,925,HILANG DEPOSIT
WP LABUAN,P. 166,LABUAN,AHMAD JUNID @ JUNIT B.MOHD ALING @ ALING,PAS,1555,HILANG DEPOSIT
WP PUTRAJAYA,P. 125,PUTRAJAYA,TENGKU ADNAN BIN TENGKU MANSOR,BN,12148,MENANG
WP PUTRAJAYA,P. 125,PUTRAJAYA,ZAINAL ABIDIN BIN KIDAM,PAS,3634,
WP PUTRAJAYA,P. 125,PUTRAJAYA,SAMSU ADABI BIN MAMAT,PKR,8776,
