negeri,bahagian (no),bahagian (nama),nama calon,parti,bilangan undi,status
PULAU PINANG,N. 30,SUNGAI PINANG,LIM SIEW KHIM,PKR,15362,MENANG
PULAU PINANG,N. 30,SUNGAI PINANG,MOHAMED YACOOB BIN MOHAMED NOOR,BEBAS,119,HILANG DEPOSIT
PULAU PINANG,N. 30,SUNGAI PINANG,NG FOOK ON,BN,4974,
PULAU PINANG,N. 31,BATU LANCANG,ONG AH TEONG,PKR,20615,MENANG
PULAU PINANG,N. 31,BATU LANCANG,KOO PEI CHEE,BN,2407,HILANG DEPOSIT
PULAU PINANG,N. 31,BATU LANCANG,KEE LEAN EE,MU,139,HILANG DEPOSIT
PULAU PINANG,N. 32,SERI DELIMA,KHOO KAY TEONG,BN,3342,
PULAU PINANG,N. 32,SERI DELIMA,SYERLEENA BINTI ABDUL RASHID,PKR,16553,MENANG
PULAU PINANG,N. 32,SERI DELIMA,TAN YANG YUNG,MU,159,HILANG DEPOSIT
PULAU PINANG,N. 33,AIR ITAM,JOSEPH NG SOON SIANG,PKR,12588,MENANG
PULAU PINANG,N. 33,AIR ITAM,TAN KAH LEONG,BN,3047,
PULAU PINANG,N. 33,AIR ITAM,KANG TEIK WOI,MU,148,HILANG DEPOSIT
PULAU PINANG,N. 34,PAYA TERUBONG,WONG CHIN CHONG,BN,4126,HILANG DEPOSIT
PULAU PINANG,N. 34,PAYA TERUBONG,YEOH SOON HIN,PKR,35315,MENANG
PULAU PINANG,N. 34,PAYA TERUBONG,KUAN AUN WAN,MU,421,HILANG DEPOSIT
PULAU PINANG,N. 35,BATU UBAN,TEOH KOK SIANG,MU,116,HILANG DEPOSIT
PULAU PINANG,N. 35,BATU UBAN,KUMARESAN A/L ARAMUGAM,PKR,21079,MENANG
PULAU PINANG,N. 35,BATU UBAN,HNG CHEE WEY,BN,3806,
PULAU PINANG,N. 35,BATU UBAN,VIKNESWARAN A/L MUNIANDY,PAS,1176,HILANG DEPOSIT
PULAU PINANG,N. 35,BATU UBAN,TEOH KEAN LIANG,PFP,32,HILANG DEPOSIT
PULAU PINANG,N. 36,PANTAI JEREJAK,YIM BOON LEONG,MU,97,HILANG DEPOSIT
PULAU PINANG,N. 36,PANTAI JEREJAK,SAIFUDDIN NASUTION BIN ISMAIL,PKR,14014,MENANG
PULAU PINANG,N. 36,PANTAI JEREJAK,OH TONG KEONG,BN,3298,
PULAU PINANG,N. 36,PANTAI JEREJAK,MOHD FARHAN BIN YUSRI,PAS,1670,HILANG DEPOSIT
PULAU PINANG,N. 37,BATU MAUNG,ABDUL HALIM BIN HUSSAIN,PKR,17380,MENANG
PULAU PINANG,N. 37,BATU MAUNG,SAIFUL LIZAN BIN MD YUSOFF,PAS,3153,HILANG DEPOSIT
PULAU PINANG,N. 37,BATU MAUNG,LIAKAT ALI BIN MOHAMED ALI,BN,9063,
PULAU PINANG,N. 38,BAYAN LEPAS,ZARINA BINTI SHINTA MADAR,PAS,2497,HILANG DEPOSIT
PULAU PINANG,N. 38,BAYAN LEPAS,AZRUL MAHATHIR BIN AZIZ,PKR,12504,MENANG
PULAU PINANG,N. 38,BAYAN LEPAS,RUSLI BIN HASHIM,BN,7259,
PULAU PINANG,N. 39,PULAU BETONG,MOHD TAUFIK BIN HASHIM,PAS,1645,HILANG DEPOSIT
PULAU PINANG,N. 39,PULAU BETONG,YEOH CHENG HUAT,PRM,64,HILANG DEPOSIT
PULAU PINANG,N. 39,PULAU BETONG,MOHD TUAH BIN ISMAIL,PKR,7675,MENANG
PULAU PINANG,N. 39,PULAU BETONG,MUHAMAD FARID BIN SAAD,BN,6079,
PULAU PINANG,N. 40,TELOK BAHANG,MOHD ALI BIN OTHMAN,PAS,1469,HILANG DEPOSIT
PULAU PINANG,N. 40,TELOK BAHANG,SHAH HEADAN BIN AYOOB HUSSAIN SHAH,BN,5057,
PULAU PINANG,N. 40,TELOK BAHANG,ZOLKIFLY BIN MD LAZIM,PKR,5482,MENANG
SABAH,N. 01,BANGGI,DATUK ABD MIJUL BIN UNAINI,BN,3234,
SABAH,N. 01,BANGGI,NORLAJI BIN AMIR HASSAN ,SOLIDARITI,367,HILANG DEPOSIT
SABAH,N. 01,BANGGI,MOHAMMAD BIN MOHAMARIN,WARISAN,3613,MENANG
SABAH,N. 01,BANGGI,KUSUGAN BIN ALI,PPRS,105,HILANG DEPOSIT
SABAH,N. 01,BANGGI,ABIDULA BIN AMSANA,HR,198,HILANG DEPOSIT
SABAH,N. 01,BANGGI,ABDUL NASIR BIN JAMALUDDIN,PKS,43,HILANG DEPOSIT
SABAH,N. 02,TANJONG KAPOR,TEO CHEE KANG,BN,6132,
SABAH,N. 02,TANJONG KAPOR,ALIASGAR BIN OMOLONG,PAS,617,HILANG DEPOSIT
SABAH,N. 02,TANJONG KAPOR,TSEN CHOU YIN@THOMAS TSEN CHAU YIN,PCS,481,HILANG DEPOSIT
SABAH,N. 02,TANJONG KAPOR,ALLAIDLY BINTI POYON,PPRS,446,HILANG DEPOSIT
SABAH,N. 02,TANJONG KAPOR,CHONG CHEN BIN,WARISAN,9124,MENANG
SABAH,N. 03,PITAS,DATUK BOLKIAH BIN ISMAIL,BN,5606,MENANG
SABAH,N. 03,PITAS,BAKIR BIN MANCAING,HR,1527,HILANG DEPOSIT
SABAH,N. 03,PITAS,DAUSIEH BINTI QUECK @ PARAMAN,PAS,262,HILANG DEPOSIT
SABAH,N. 03,PITAS,MAKLIN BIN MASIAU,WARISAN,4324,
SABAH,N. 03,PITAS,RAMLAH BINTI NASIR,PKS,508,HILANG DEPOSIT
SABAH,N. 03,PITAS,PRANSOL TIYING,ANAKNEGERI,400,HILANG DEPOSIT
SABAH,N. 04,MATUNGGONG,JULITA MOJUNGKI,BN,6946,MENANG
SABAH,N. 04,MATUNGGONG,JORNAH BINTI MOZIHIM,PCS,1348,HILANG DEPOSIT
SABAH,N. 04,MATUNGGONG,SAZALYE DONOL BIN ABDULLAH,PKR,5259,
SABAH,N. 04,MATUNGGONG,RAHIM BIN MADHAKONG,PKS,98,HILANG DEPOSIT
SABAH,N. 04,MATUNGGONG,MARUNSAI BIN DAWAI,SOLIDARITI,2968,
SABAH,N. 05,TANDEK,LASIAH BARANTING @ ANITA,BN,8877,MENANG
SABAH,N. 05,TANDEK,JOEL BIN MASILUNG,SOLIDARITI,3621,
SABAH,N. 05,TANDEK,BAINTIN BIN ADUN,WARISAN,4285,
SABAH,N. 05,TANDEK,JOHNSON BIN ASSAN @ JOHNSON GABAN,PCS,553,HILANG DEPOSIT
SABAH,N. 06,TEMPASUK,DATUK MUSBAH BIN JAMLI,BN,7742,MENANG
SABAH,N. 06,TEMPASUK,MUSTAQIM BIN ALING,PAS,521,HILANG DEPOSIT
SABAH,N. 06,TEMPASUK,MUSTAPHA @ MOHD YUNUS BIN SAKMUD,PKR,5478,
SABAH,N. 06,TEMPASUK,SUWAH BIN BULEH @ BULLEH,SOLIDARITI,1494,HILANG DEPOSIT
SABAH,N. 07,KADAMAIAN,EWON BENEDICK,BN,6861,MENANG
SABAH,N. 07,KADAMAIAN,MAIL BIN BALINU,PCS,764,HILANG DEPOSIT
SABAH,N. 07,KADAMAIAN,LUKIA BINTI INDAN,PKR,3567,
SABAH,N. 07,KADAMAIAN,RUBBIN BIN GURIBAH,SOLIDARITI,3034,
SABAH,N. 07,KADAMAIAN,SATAIL BIN MANJUNGKAT,PAS,129,HILANG DEPOSIT
SABAH,N. 08,USUKAN,ABD BAHTRIN @ ABDUL BAHKRIN BIN MOHD YUSOF,WARISAN,7513,
SABAH,N. 08,USUKAN,DATUK JAPLIN BIN AKIM @ ABD HAMID,BN,8738,MENANG
SABAH,N. 08,USUKAN,AMSOR BIN TUAH,BEBAS,70,HILANG DEPOSIT
SABAH,N. 08,USUKAN,ADZMIN BIN AWANG,PAS,355,HILANG DEPOSIT
SABAH,N. 09,TAMPARULI,DAUSIL BIN KUNDAYONG,PKR,4738,
SABAH,N. 09,TAMPARULI,MOJILIP BIN BUMBURING @ WILFRED,PCS,2541,
SABAH,N. 09,TAMPARULI,JAHID @ NOORDIN BIN JAHIM,BN,6818,MENANG
SABAH,N. 09,TAMPARULI,SAMIN @ JASMIN BIN DULIN,SOLIDARITI,901,HILANG DEPOSIT
SABAH,N. 10,SULAMAN,ABDULLAH SANI BIN DAUD,WARISAN,5192,
SABAH,N. 10,SULAMAN,ARIFIN BIN HARITH,HR,467,HILANG DEPOSIT
SABAH,N. 10,SULAMAN,HAJIJI BIN HAJI NOOR,BN,12966,MENANG
SABAH,N. 11,KIULU,GAIBIN BIN RANSOI,PCS,543,HILANG DEPOSIT
SABAH,N. 11,KIULU,JONISTON BIN LUMAI @ BANGKUAI,BN,4336,MENANG
SABAH,N. 11,KIULU,TERENCE SINTI ,SOLIDARITI,2457,
SABAH,N. 11,KIULU,JO-ANNA SUE HENLEY RAMPAS,WARISAN,2893,
SABAH,N. 12,KARAMBUNAI,JAINAB BINTI AHMAD,BN,8791,
SABAH,N. 12,KARAMBUNAI,AZHAR BIN MATUSSIN,WARISAN,14157,MENANG
SABAH,N. 12,KARAMBUNAI,ASPAR BIN OYET@ AKBAR,PAS,1696,HILANG DEPOSIT
SABAH,N. 12,KARAMBUNAI,AHSIM @ OYOK BIN JAMAT,SAPP,1258,HILANG DEPOSIT
SABAH,N. 13,INANAM,JOHN STEPHEN DIONYSIUS,SAPP,1695,HILANG DEPOSIT
SABAH,N. 13,INANAM,JAKARIAH BIN JANIT,PKS,156,HILANG DEPOSIT
SABAH,N. 13,INANAM,TERENCE TSEN KIM FATT,ANAKNEGERI,480,HILANG DEPOSIT
SABAH,N. 13,INANAM,KENNY CHUA TECK HO,PKR,13633,MENANG
SABAH,N. 13,INANAM,GOH CHIN LOK @ JOHNNY GOH,BN,5850,
SABAH,N. 13,INANAM,SITUL BIN MINTOW ,BEBAS,57,HILANG DEPOSIT
SABAH,N. 14,LIKAS,CHIN SHU YING ,BN,1261,HILANG DEPOSIT
SABAH,N. 14,LIKAS,YONG WE KONG ,SAPP,673,HILANG DEPOSIT
SABAH,N. 14,LIKAS,TAN LEE FATT,DAP,9163,MENANG
SABAH,N. 15,API-API,LEN LIP FONG @ LAND LIP FONG,ANAKNEGERI,244,HILANG DEPOSIT
SABAH,N. 15,API-API,LIM KAT CHUNG ,SAPP,598,HILANG DEPOSIT
SABAH,N. 15,API-API,CHAN CHEE CHING ,BEBAS,94,HILANG DEPOSIT
SABAH,N. 15,API-API,YEE MOH CHAI,BN,5220,
SABAH,N. 15,API-API,LIEW CHIN JIN ,PKR,8174,MENANG
SABAH,N. 16,LUYANG,PHOONG JIN ZHE ,DAP,14237,MENANG
SABAH,N. 16,LUYANG,PAMELA YONG ,BN,1829,HILANG DEPOSIT
SABAH,N. 16,LUYANG,GEE TIEN SIONG,SAPP,807,HILANG DEPOSIT
SABAH,N. 17,TANJONG ARU,CHONG WEI LEUNG,ANAKNEGERI,494,HILANG DEPOSIT
SABAH,N. 17,TANJONG ARU,HAMID BIN ISMAIL ,PAS,1379,HILANG DEPOSIT
SABAH,N. 17,TANJONG ARU,NORAIZA BINTI MOHAMMAD NOOR ,HR,566,HILANG DEPOSIT
SABAH,N. 17,TANJONG ARU,YONG OUI FAH ,BN,5184,
SABAH,N. 17,TANJONG ARU,WONG HONG JUN ,WARISAN,9794,MENANG
SABAH,N. 18,PETAGAS,DATUK YAHYAH @ YAHYA BIN HUSSIN @ AG HUSIN,BN,6318,
SABAH,N. 18,PETAGAS,UDA BIN SULAI,WARISAN,6526,MENANG
SABAH,N. 18,PETAGAS,ESTER OTION,HR,760,HILANG DEPOSIT
SABAH,N. 19,KAPAYAN,CHONG PIT FAH,SOLIDARITI,1318,HILANG DEPOSIT
SABAH,N. 19,KAPAYAN,JANNIE LASIMBANG,DAP,19558,MENANG
SABAH,N. 19,KAPAYAN,GOH FAH SUN,BN,6308,
SABAH,N. 20,MOYOG,DANIM @ ALOYSIUS BIN SIAP,SOLIDARITI,605,HILANG DEPOSIT
SABAH,N. 20,MOYOG,BANDASAN @ DIONISIUS DENNIS J TUNDING,PCS,222,HILANG DEPOSIT
SABAH,N. 20,MOYOG,JENIFER LASIMBANG,WARISAN,9745,MENANG
SABAH,N. 20,MOYOG,DONALD PETER MOJUNTIN,BN,5303,
SABAH,N. 21,KAWANG,DATUK GULAMHAIDAR @ YUSOF BIN KHAN BAHADAR,BN,10388,MENANG
SABAH,N. 21,KAWANG,SALLEH BIN EDDRIS,WARISAN,7526,
SABAH,N. 21,KAWANG,MATLIN BIN JILON,HR,781,HILANG DEPOSIT
SABAH,N. 21,KAWANG,WAHID @ HARITH BIN ISMAIL ,ANAKNEGERI,201,HILANG DEPOSIT
SABAH,N. 22,PANTAI MANIS,JAMES @ EBI GHANI,HR,448,HILANG DEPOSIT
SABAH,N. 22,PANTAI MANIS,JAWASING BIN MIANUS @ HERMAN J MIANUS ,PCS,129,HILANG DEPOSIT
SABAH,N. 22,PANTAI MANIS,DATUK SERI PANGLIMA ABDUL RAHIM BIN ISMAIL ,BN,7126,
SABAH,N. 22,PANTAI MANIS,AIDI BIN MOKTAR,WARISAN,9234,MENANG
SABAH,N. 23,BONGAWAN,DAUD BIN YUSOF ,WARISAN,6912,MENANG
SABAH,N. 23,BONGAWAN,JAAFAR BIN ISMAIL,HR,627,HILANG DEPOSIT
SABAH,N. 23,BONGAWAN,DATUK MOHAMAD BIN ALAMIN,BN,6117,
SABAH,N. 24,MEMBAKUT,HAJI YAHYA BIN AHMAD,BEBAS,85,HILANG DEPOSIT
SABAH,N. 24,MEMBAKUT,DATUK MOHD ARIFIN BIN MOHD ARIF,BN,6495,MENANG
SABAH,N. 24,MEMBAKUT,ALI OMAR BIN MOHD IDRIS,HR,456,HILANG DEPOSIT
SABAH,N. 24,MEMBAKUT,ROSJELEN BINTI SALIMAT,PCS,223,HILANG DEPOSIT
SABAH,N. 24,MEMBAKUT,ABD SANI BIN MARIP @ MARIF,WARISAN,4092,
SABAH,N. 25,KLIAS,LAJIM BIN UKIN,HR,3837,
SABAH,N. 25,KLIAS,JOHAIR BINTI MAT LANI,WARISAN,3725,
SABAH,N. 25,KLIAS,DATUK ISNIN BIN ALIASNIH @ LIASNIH,BN,6173,MENANG
SABAH,N. 26,KUALA PENYU,DIKIN BIN MUSAH,PKR,3807,
SABAH,N. 26,KUALA PENYU,LIMUS BIN JURY,BN,7352,MENANG
SABAH,N. 26,KUALA PENYU,JONAS BIN SUNGIN @ SUNGGIM,HR,1749,
SABAH,N. 26,KUALA PENYU,NIKOL TIUNSU @ HERMAN TIONGSOH,PCS,548,HILANG DEPOSIT
SABAH,N. 27,LUMADAN,MD SAMLIH BIN JUAISIN,WARISAN,3901,
SABAH,N. 27,LUMADAN,ASMAT BIN JAPAR,HR,1331,HILANG DEPOSIT
SABAH,N. 27,LUMADAN,MATBALI BIN MUSAH,BN,6836,MENANG
SABAH,N. 28,SINDUMIN,DATUK SAPAWI BIN AMAT WASALI @ AHMAD,BN,5888,
SABAH,N. 28,SINDUMIN,PATRICK SADOM,HR,273,HILANG DEPOSIT
SABAH,N. 28,SINDUMIN,YUSOF @ JOSREE BIN YACOB,WARISAN,6648,MENANG
SABAH,N. 29,KUNDASANG,JOACHIM GUNSALAM,BN,3971,MENANG
SABAH,N. 29,KUNDASANG,SIRIMAN @ MOHD FAZID BIN BASIR,WARISAN,3716,
SABAH,N. 29,KUNDASANG,JINUS BIN SODIONG,PKS,166,HILANG DEPOSIT
SABAH,N. 29,KUNDASANG,JAPIRIL BIN SUHAIMIN,SOLIDARITI,2105,
SABAH,N. 29,KUNDASANG,HENRYNUS AMIN,ANAKNEGERI,733,HILANG DEPOSIT
SABAH,N. 30,KARANAAN,MASIDI BIN MANJUN @ MASDI,BN,6849,MENANG
SABAH,N. 30,KARANAAN,AMAN @ ADZMAN BIN MANAF,HR,685,HILANG DEPOSIT
SABAH,N. 30,KARANAAN,CHONG PECK HING @ CHONG POH SING,PKR,3067,
SABAH,N. 30,KARANAAN,JUHAILI BIN SIDEK,ANAKNEGERI,104,HILANG DEPOSIT
SABAH,N. 31,PAGINATAN,ABIDIN BIN MADINGKIR,BN,5666,MENANG
SABAH,N. 31,PAGINATAN,PEDDERIN @ FEDDRIN BIN TULIANG @ TULING,SOLIDARITI,1870,
SABAH,N. 31,PAGINATAN,MAT JAILI BIN SAMAT,PPRS,104,HILANG DEPOSIT
SABAH,N. 31,PAGINATAN,JULIAN @ PAUL BIN SIDIN,WARISAN,3600,
SABAH,N. 31,PAGINATAN,SATIOL BIN INDONG,PCS,362,HILANG DEPOSIT
SABAH,N. 32,TAMBUNAN,GAPARI BIN KATINGAN @ GEOFFREY KITINGAN,SOLIDARITI,6136,MENANG
SABAH,N. 32,TAMBUNAN,JOSEPH PAIRIN KITINGAN,BN,5099,
SABAH,N. 32,TAMBUNAN,JUSTIN BIN ALIP,WARISAN,1427,HILANG DEPOSIT
SABAH,N. 32,TAMBUNAN,NESTOR BIN JOANNES,PCS,456,HILANG DEPOSIT
SABAH,N. 33,BINGKOR,JINO @ PETER BIN ALLION @ ALLIUN,BN,4387,
SABAH,N. 33,BINGKOR,AISAT @ ELLIK BIN IGAU @ IGGAU,ANAKNEGERI,290,HILANG DEPOSIT
SABAH,N. 33,BINGKOR,ULING @ THOMAS ANGGAN,PKS,69,HILANG DEPOSIT
SABAH,N. 33,BINGKOR,ROBERT TAWIK @ NORDIN,SOLIDARITI,4552,MENANG
SABAH,N. 33,BINGKOR,ODOM @ PETER DHOMS BIN SAILI @ SOILI,DAP,4233,
SABAH,N. 33,BINGKOR,JUSTIN BIN GUKA,BEBAS,182,HILANG DEPOSIT
SABAH,N. 34,LIAWAN,RASININ BIN KOUTIS @ KAUTIS,WARISAN,6387,MENANG
SABAH,N. 34,LIAWAN,KONG FUI SENG,SOLIDARITI,1809,
SABAH,N. 34,LIAWAN,DATUK SAPIN @ SAIRIN BIN KARANO @ KARNO,BN,5005,
SABAH,N. 34,LIAWAN,HUSSEIN @ JAIMIS BIN KASSIM @ MADATIN,PCS,176,HILANG DEPOSIT
SABAH,N. 35,MELALAP,LIDOS RABIH @ GEORGE REJOS,PKS,45,HILANG DEPOSIT
SABAH,N. 35,MELALAP,PETER ANTHONY,WARISAN,5010,MENANG
SABAH,N. 35,MELALAP,RADIN MALLEH,BN,4717,
SABAH,N. 35,MELALAP,CHINLY BIN MONIU @ MAH TSEN LI,PCS,69,HILANG DEPOSIT
SABAH,N. 35,MELALAP,JAINEH BIN JUATA @ JIMMY JAWATAH,SOLIDARITI,861,HILANG DEPOSIT
SABAH,N. 36,KEMABONG,JAMAWI BIN JA'AFAR,BN,6093,MENANG
SABAH,N. 36,KEMABONG,YAHIA @ YAHYA BIN RAIMAH,HR,124,HILANG DEPOSIT
SABAH,N. 36,KEMABONG,TAY JIN KIONG @ ALFRED,PCS,152,HILANG DEPOSIT
SABAH,N. 36,KEMABONG,HARIS BIN BOLOS,WARISAN,5198,
SABAH,N. 37,SOOK,MARTIN TOMY @ TOMMY,WARISAN,3557,
SABAH,N. 37,SOOK,ELLRON BIN ANGIN,BN,8042,MENANG
SABAH,N. 37,SOOK,BARITUS BIN GUNGKIT,SOLIDARITI,3402,
SABAH,N. 37,SOOK,BEATY FRED @ PETER BEATY,ANAKNEGERI,113,HILANG DEPOSIT
SABAH,N. 38,NABAWAN,BOBBEY AH FANG BIN SUAN,BN,5474,MENANG
SABAH,N. 38,NABAWAN,AHUAR BIN RASAM,WARISAN,3402,
SABAH,N. 38,NABAWAN,APANDY @ LUKAN BIN ANGINDI,HR,165,HILANG DEPOSIT
SABAH,N. 38,NABAWAN,ANGIN @ NASRUDDIN BIN LAMBAHAN,PCS,156,HILANG DEPOSIT
SABAH,N. 39,SUGUT,AG OSMAN ASIBIH,PKS,111,HILANG DEPOSIT
SABAH,N. 39,SUGUT,ASPAH BIN ABDULLAH SANI,WARISAN,3183,
SABAH,N. 39,SUGUT,MOHD ARSHAD BIN ABDUL,PPRS,436,HILANG DEPOSIT
SABAH,N. 39,SUGUT,DATUK JAMES BIN RATIB,BN,4704,MENANG
SABAH,N. 40,LABUK,ALBERT THOMAS ENTI,PKS,141,HILANG DEPOSIT
SABAH,N. 40,LABUK,ABDUL RAHMAN BIN KONGKAWANG,BN,6665,MENANG
SABAH,N. 40,LABUK,JAMES BIN MIKI,PCS,383,HILANG DEPOSIT
SABAH,N. 40,LABUK,RAMSAH BIN TASIM @ RAMSAH BIN TASHIM,WARISAN,4065,
SABAH,N. 40,LABUK,RAINUS BIN AWANG,SOLIDARITI,1171,HILANG DEPOSIT
SABAH,N. 41,GUM-GUM,DATUK JUSLIE BIN AJIROL,BN,4112,
SABAH,N. 41,GUM-GUM,ARUNARNSIN BIN TAIB,WARISAN,4710,MENANG
SABAH,N. 41,GUM-GUM,DAHIL BIN MASDIK,HR,252,HILANG DEPOSIT
SABAH,N. 41,GUM-GUM,JOILIN @ CHRISTINE BINTI BUGUNG,PKS,81,HILANG DEPOSIT
SABAH,N. 41,GUM-GUM,JAMALUDIN BIN LAMBA,PPRS,63,HILANG DEPOSIT
SABAH,N. 42,SUNGAI SIBUGA,MUSA BIN AMAN,BN,14503,MENANG
SABAH,N. 42,SUNGAI SIBUGA,ASMARA BIN ABDUL RAHMAN,WARISAN,12319,
SABAH,N. 42,SUNGAI SIBUGA,OSMAN BIN ENTING,PKS,241,HILANG DEPOSIT
SABAH,N. 43,SEKONG,ALIAS RAHMAD BIN BENJAMIN,PKS,16,HILANG DEPOSIT
SABAH,N. 43,SEKONG,ABDUL RASHID BIN ABDUL RAHMAN,STAR,48,HILANG DEPOSIT
SABAH,N. 43,SEKONG,DATUK SAMSUDIN BIN YAHYA,BN,4705,
SABAH,N. 43,SEKONG,ARIFIN BIN ASGALI,WARISAN,6740,MENANG
SABAH,N. 43,SEKONG,SAHAR BIN ABDUL MAJID ,PAS,366,HILANG DEPOSIT
SABAH,N. 43,SEKONG,DATU MOHD FAISAL BIN DATU BACHTIYAL,BEBAS,43,HILANG DEPOSIT
SABAH,N. 44,KARAMUNTING,NORSAH BINTI BONGSU,PAS,677,HILANG DEPOSIT
SABAH,N. 44,KARAMUNTING,BESARUN BIN KECHA,STAR,61,HILANG DEPOSIT
SABAH,N. 44,KARAMUNTING,HIEW VUN ZIN,WARISAN,7243,MENANG
SABAH,N. 44,KARAMUNTING,LIM KAI MIN,BN,3395,
SABAH,N. 45,ELOPURA,CHAN TZUN HEI,BN,5572,
SABAH,N. 45,ELOPURA,CHONG KET KIUN,DAP,12219,MENANG
SABAH,N. 46,TANJONG PAPAT,TAN SHU KIAH,BN,4002,
SABAH,N. 46,TANJONG PAPAT,JUFAZLI BIN SHI AHMAD,BEBAS,533,HILANG DEPOSIT
SABAH,N. 46,TANJONG PAPAT,POON MING FUNG,DAP,5818,MENANG
SABAH,N. 47,KUAMUT,JAMES BIN AIT,SOLIDARITI,1132,HILANG DEPOSIT
SABAH,N. 47,KUAMUT,JUMAIDIN BIN LAKALLA,PAS,330,HILANG DEPOSIT
SABAH,N. 47,KUAMUT,NORFAIZAH CHUA @ GIAK KIANG,WARISAN,3921,
SABAH,N. 47,KUAMUT,MASIUNG BIN BANAH,BN,8042,MENANG
SABAH,N. 47,KUAMUT,EDWARD PODOK ,PCS,205,HILANG DEPOSIT
SABAH,N. 48,SUKAU,ABDULGANI BIN KOSUI,PPRS,71,HILANG DEPOSIT
SABAH,N. 48,SUKAU,DATUK SADDI BIN ABDU RAHMAN,BN,4660,MENANG
SABAH,N. 48,SUKAU,MOHD ISMAIL BIN AYOB,WARISAN,3032,
SABAH,N. 48,SUKAU,MUARIFFIDIN BIN ABDUL MALEK,HR,117,HILANG DEPOSIT
SABAH,N. 49,TUNGKU,ABD RAHMAN BIN TAGGOH ,PKS,102,HILANG DEPOSIT
SABAH,N. 49,TUNGKU,BULANGAN PANASI,HR,928,HILANG DEPOSIT
SABAH,N. 49,TUNGKU,MIZMA BINTI APPEHDULLAH,BN,5294,
SABAH,N. 49,TUNGKU,ASSAFFAL @ SAMSUL KAMAL BIN P ALIAN,WARISAN,6295,MENANG
SABAH,N. 50,LAHAD DATU,DUMI BIN PG. MASDAL ,WARISAN,11304,MENANG
SABAH,N. 50,LAHAD DATU,WONG YU CHIN ,HR,663,HILANG DEPOSIT
SABAH,N. 50,LAHAD DATU,MOHAMMAD YUSOF BIN APDAL ,BN,8372,
SABAH,N. 51,KUNAK,DATUK NILWAN BIN KABANG,BN,4630,
SABAH,N. 51,KUNAK,NORAZLINAH BINTI ARIF,WARISAN,4898,MENANG
SABAH,N. 51,KUNAK,SAHING BIN TAKING,HR,141,HILANG DEPOSIT
SABAH,N. 51,KUNAK,KASMAN BIN KARATE,PAS,492,HILANG DEPOSIT
SABAH,N. 52,SULABAYAN,DATUK HARMAN BIN MOHAMAD,BN,2190,
SABAH,N. 52,SULABAYAN,ABDUL NASIR BIN AB RAUP,PAS,139,HILANG DEPOSIT
SABAH,N. 52,SULABAYAN,JAUJAN BIN SAMBAKONG,WARISAN,7116,MENANG
SABAH,N. 52,SULABAYAN,UNTUNG BIN TANJONG BARU,HR,54,HILANG DEPOSIT
SABAH,N. 53,SENALLANG,DATO SRI NASIR BIN SAKARAN,BN,2453,
SABAH,N. 53,SENALLANG,MOHD SHAFIE BIN APDAL,WARISAN,7754,MENANG
SABAH,N. 54,BUGAYA,DATUK RAZAK BIN SAKARAN DANDAI,BN,2811,
SABAH,N. 54,BUGAYA,KULLI BIN MARALAM ,PKS,67,HILANG DEPOSIT
SABAH,N. 54,BUGAYA,MAHAMOD BIN SARAHIL,PAS,144,HILANG DEPOSIT
SABAH,N. 54,BUGAYA,MOHAMMAD SAID BIN TIBLAN,PPRS,57,HILANG DEPOSIT
SABAH,N. 54,BUGAYA,MANIS BUKA BINTI MOHD DARAH,WARISAN,10662,MENANG
SABAH,N. 54,BUGAYA,ABD. MUKSIN BIN MOHAMMAD HASSAN,BEBAS,15,HILANG DEPOSIT
SABAH,N. 55,BALUNG,RAZALI BIN HAMZAH,HR,233,HILANG DEPOSIT
SABAH,N. 55,BALUNG,DATUK OSMAN BIN JAMAL @ JAMAR,BN,4887,MENANG
SABAH,N. 55,BALUNG,AMBOASE BIN RAMANO,PAS,428,HILANG DEPOSIT
SABAH,N. 55,BALUNG,ANDI RUS DIANA BT ANDI PALADJARENG,WARISAN,4713,
SABAH,N. 55,BALUNG,ALIPA BIN JACKERY,USNO,119,HILANG DEPOSIT
SABAH,N. 56,APAS,ALIZAMAN BIN JIJURAHMAN,HR,333,HILANG DEPOSIT
SABAH,N. 56,APAS,DAUD BIN JALALUDDIN,PAS,487,HILANG DEPOSIT
SABAH,N. 56,APAS,ABDUL SALIP BIN EJAL,WARISAN,5456,
SABAH,N. 56,APAS,DATUK NIZAM BIN DATUK ABU BAKAR TITINGAN,BN,7243,MENANG
SABAH,N. 57,SRI TANJONG,WONG SZE PHIN @ JIMMY,DAP,13673,MENANG
SABAH,N. 57,SRI TANJONG,PANG THOU CHUNG,HR,873,HILANG DEPOSIT
SABAH,N. 57,SRI TANJONG,LEONG YUN FUI,PKS,154,HILANG DEPOSIT
SABAH,N. 57,SRI TANJONG,LO SU FUI,BN,4290,
SABAH,N. 58,MEROTAI,SHARATHA MASYAROH BINTI JOHN RIDWAN LINCON,HR,125,HILANG DEPOSIT
SABAH,N. 58,MEROTAI,SARIFUDDIN BIN HATA,WARISAN,7707,MENANG
SABAH,N. 58,MEROTAI,ARBAANI BIN AKUM,AMANAH,193,HILANG DEPOSIT
SABAH,N. 58,MEROTAI,MOHD NASIR BIN SUMADI,USNO,28,HILANG DEPOSIT
SABAH,N. 58,MEROTAI,LIM TING KHAI,BN,5557,
